id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1368278634960674818	1368278634960674818	2021-03-06 21:13:42 	2021-03-06	21:13:42	+0200	17061263	netanyahu	Benjamin Netanyahu		פותחים את השבוע בכל הכח!!! שידור חי מאירוע הליכוד בחדרה:    https://t.co/csVzGa3gDt	iw	[]	['https://www.facebook.com/Netanyahu/videos/723546508215500/']	[]	229	82	808	[]	[]	https://twitter.com/netanyahu/status/1368278634960674818	False		0								[]				
1368274199761027074	1368274199761027074	2021-03-06 20:56:05 	2021-03-06	20:56:05	+0200	17061263	netanyahu	Benjamin Netanyahu		מחכה לכם בלייב כעת    https://t.co/w33qxxbh9X	iw	[]	['https://www.facebook.com/Netanyahu/videos/1071080336722993/']	[]	92	61	630	[]	[]	https://twitter.com/netanyahu/status/1368274199761027074	False		0								[]				
1367854201540386821	1367854201540386821	2021-03-05 17:07:09 	2021-03-05	17:07:09	+0200	17061263	netanyahu	Benjamin Netanyahu		היום בביקור בנתניה. כמה אנשים, כמה אנרגיות! אוהב אתכם. בבחירות הקרובות רק מחל!  https://t.co/CMW1bDjDV1	iw	[]	[]	[]	391	209	1946	[]	[]	https://twitter.com/netanyahu/status/1367854201540386821	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367854098213658625/pu/img/qKWsXalJVehTtD5M.jpg							[]				
1367852441530728449	1367852441530728449	2021-03-05 17:00:10 	2021-03-05	17:00:10	+0200	17061263	netanyahu	Benjamin Netanyahu		💪🇮🇱	und	[]	[]	[]	120	69	801	[]	[]	https://twitter.com/netanyahu/status/1367852441530728449	False	https://twitter.com/LiberalRiWo/status/1367808818919391237	0								[]				
1367817462742409217	1367817462742409217	2021-03-05 14:41:10 	2021-03-05	14:41:10	+0200	17061263	netanyahu	Benjamin Netanyahu		קאנצלר אוסטריה סבסטיאן קורץ בפייסבוק שלו:  https://t.co/2yBrZzl22M	iw	[]	[]	['https://pbs.twimg.com/media/Evt2uwSWYAAKbhN.jpg']	141	112	1223	[]	[]	https://twitter.com/netanyahu/status/1367817462742409217	False		1	https://pbs.twimg.com/media/Evt2uwSWYAAKbhN.jpg							[]				
1367782514237071360	1367782514237071360	2021-03-05 12:22:18 	2021-03-05	12:22:18	+0200	17061263	netanyahu	Benjamin Netanyahu		הליכוד בדרך לניצחון! שידור חי מאירוע הליכוד  https://t.co/I0450YE9d7	iw	[]	['https://fb.watch/41LY-t7ME4/']	[]	145	93	811	[]	[]	https://twitter.com/netanyahu/status/1367782514237071360	False		0								[]				
1367782379205648385	1367782379205648385	2021-03-05 12:21:46 	2021-03-05	12:21:46	+0200	17061263	netanyahu	Benjamin Netanyahu		לא תראו את זה בערוצי התעמולה בטלוויזיה- קנצלר אוסטריה קורץ: ״העולם מסתכל על ישראל בהערצה, תחת ההנהגה שלך. לעולם לא אשכח שבתחילת 2020, נתניהו אמר לי שהווירוס הזה יהיה איום עצום על העולם, גם אם לא רואים זאת. אתה אולי הסיבה העיקרית לכך שהגבנו מוקדם באוסטריה, כשהקורונה הכתה באירופה״.  https://t.co/XtFMbsf8rE	iw	[]	[]	[]	145	162	1142	[]	[]	https://twitter.com/netanyahu/status/1367782379205648385	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367782267184177154/pu/img/KO7mUY67NJQUB_x6.jpg							[]				
1367765582750318592	1367765582750318592	2021-03-05 11:15:01 	2021-03-05	11:15:01	+0200	17061263	netanyahu	Benjamin Netanyahu		ראש ממשלת דנמרק וקנצלר אוסטריה מברכים את ישראל על מבצע החיסונים ההיסטורי, שמוציא את ישראל ראשונה בעולם מהקורונה. גאווה ישראלית 💙  https://t.co/4EybtJ3Qav	iw	[]	[]	['https://pbs.twimg.com/media/EvtHi55XMAE1b_O.jpg']	166	125	1264	[]	[]	https://twitter.com/netanyahu/status/1367765582750318592	False		1	https://pbs.twimg.com/media/EvtHi55XMAE1b_O.jpg							[]				
1367608573132423170	1367608571664465922	2021-03-05 00:51:07 	2021-03-05	00:51:07	+0200	17061263	netanyahu	Benjamin Netanyahu		אמרתי לסגנית הנשיא שנמשיך לחזק את שיתוף הפעולה המודיעיני ושכראש ממשלת ישראל אני מחוייב למנוע מאיראן לפתח נשק גרעיני המיועד להשמדתנו.	iw	[]	[]	[]	31	61	1101	[]	[]	https://twitter.com/netanyahu/status/1367608573132423170	False		0								[]				
1367608571664465922	1367608571664465922	2021-03-05 00:51:07 	2021-03-05	00:51:07	+0200	17061263	netanyahu	Benjamin Netanyahu		שוחחתי עם סגנית נשיא ארה״ב קמלה האריס שבירכה על ההצלחה הגדולה של מבצע החיסונים בישראל. סיכמנו על הקמת צוות משותף להידוק שיתוף הפעולה במאבק בקורונה. סגנית הנשיא הביעה את ההתנגדות המוחלטת של הממשל האמריקני להחלטת התובעת של בית הדין הבינ״ל בהאג	iw	[]	[]	[]	190	144	1980	[]	[]	https://twitter.com/netanyahu/status/1367608571664465922	False		0								[]				
1367551030829973504	1367551030829973504	2021-03-04 21:02:28 	2021-03-04	21:02:28	+0200	17061263	netanyahu	Benjamin Netanyahu		שידור חי: הליכוד מסתער לניצחון - הצטרפו לאירוע הליכוד ברמת גן    https://t.co/4uVaMyR29T	iw	[]	['https://fb.watch/40W4yDS1wz/']	[]	130	81	726	[]	[]	https://twitter.com/netanyahu/status/1367551030829973504	False		0								[]				
1367538577266126854	1367538577266126854	2021-03-04 20:12:59 	2021-03-04	20:12:59	+0200	17061263	netanyahu	Benjamin Netanyahu		שידור חי מפתח תקווה:  https://t.co/t1lRW7d6FL	iw	[]	['https://fb.watch/40T9pfCE2K/']	[]	62	53	424	[]	[]	https://twitter.com/netanyahu/status/1367538577266126854	False		0								[]				
1367538574896283650	1367538574896283650	2021-03-04 20:12:58 	2021-03-04	20:12:58	+0200	17061263	netanyahu	Benjamin Netanyahu		צפו: קאנצלר אוסטריה קורץ: ״ישראל בהנהגת נתניהו חיסנה ראשונה בעולם את אזרחיה ויצאה ראשונה בעולם מהקורונה״.  https://t.co/yk9ODHY8Jk	iw	[]	[]	[]	133	205	1453	[]	[]	https://twitter.com/netanyahu/status/1367538574896283650	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367538488296488964/pu/img/O0AdLZUXgwImnllw.jpg							[]				
1367488288311939093	1367488288311939093	2021-03-04 16:53:09 	2021-03-04	16:53:09	+0200	17061263	netanyahu	Benjamin Netanyahu		ראש הממשלה נתניהו נלחם על האמת של ישראל בראיון בערוץ החדשות האמריקני Fox News, נגד בית הדין הבינלאומי בהאג. שתפו!  https://t.co/vTPJIO9kkq	iw	[]	[]	[]	208	329	2388	[]	[]	https://twitter.com/netanyahu/status/1367488288311939093	False		1	https://pbs.twimg.com/amplify_video_thumb/1367487437518290954/img/7bLNJwV9jXyGfm3o.jpg							[]				
1367484821405065223	1367484821405065223	2021-03-04 16:39:22 	2021-03-04	16:39:22	+0200	17061263	netanyahu	Benjamin Netanyahu		"מארח בירושלים את קנצלר אוסטריה סבסטיאן קורץ וראש ממשלת דנמרק מדה פרדריקסן כדי לשתף פעולה בנושא החיסונים לקדם הקמת מפעל לייצור חיסונים בישראל 🇮🇱✌️  (צילום: עמוס בן גרשום, לע""מ)  https://t.co/CybYyQKqYA"	iw	[]	[]	['https://pbs.twimg.com/media/EvpIMXtXAAMd2QH.jpg']	66	99	989	[]	[]	https://twitter.com/netanyahu/status/1367484821405065223	False		1	https://pbs.twimg.com/media/EvpIMXtXAAMd2QH.jpg							[]				
1367478973928787971	1367478973928787971	2021-03-04 16:16:08 	2021-03-04	16:16:08	+0200	17061263	netanyahu	Benjamin Netanyahu		לקחתי את קנצלר אוסטריה סבסטיאן קורץ וראש ממשלת דנמרק מדה פרדריקסן לחדר כושר במודיעין שפועל תחת ״התו הירוק״.   ישראל היא סמל הצלחה עולמי במאבק בקורונה ובחזרה לחיים בזכות מיליוני החיסונים שהבאנו. גאווה גדולה למדינה שלנו!  (צילום: עמוס בן גרשום, לע״מ)  https://t.co/cxqAyiKPYE	iw	[]	[]	['https://pbs.twimg.com/media/EvpC3hfWYAgQFmB.jpg', 'https://pbs.twimg.com/media/EvpC3hqXEAgAHXK.jpg', 'https://pbs.twimg.com/media/EvpC3hiWgAARzIR.jpg']	147	99	873	[]	[]	https://twitter.com/netanyahu/status/1367478973928787971	False		1	https://pbs.twimg.com/media/EvpC3hfWYAgQFmB.jpg							[]				
1367473220467703818	1367473220467703818	2021-03-04 15:53:16 	2021-03-04	15:53:16	+0200	17061263	netanyahu	Benjamin Netanyahu		בירכתי את מנהל בית החולים שיבא, פרופ' יצחק קרייס, על הבחירה בשיבא לאחד מ-10 בתי החולים הטובים ביותר בעולם על פי המגזין הבינלאומי הנחשב Newsweek.    ביקשתי ממנו למסור תודה בשמי לצוותים הרפואיים על עבודתם המסורה. זאת גאווה גדולה לישראל! 🇮🇱💪	iw	[]	[]	[]	104	105	1346	[]	[]	https://twitter.com/netanyahu/status/1367473220467703818	False		0								[]				
1367467223938441218	1367467223938441218	2021-03-04 15:29:27 	2021-03-04	15:29:27	+0200	17061263	netanyahu	Benjamin Netanyahu		מתראיין מייד בשידור חי ב- Fox News. מוזמנים להצטרף	iw	[]	[]	[]	282	132	2083	[]	[]	https://twitter.com/netanyahu/status/1367467223938441218	False		0								[]				
1367443346646515716	1367443346646515716	2021-03-04 13:54:34 	2021-03-04	13:54:34	+0200	17061263	netanyahu	Benjamin Netanyahu		מי יביא עוד מיליוני חיסונים לישראל - יאיר לפיד או אני?   מי שמצביע לגדעון ובנט מקבל את לפיד ראש ממשלה. מי שלא יוצא להצביע מחל - מקבל את לפיד ראש ממשלה. הצביעו רק לליכוד!  https://t.co/g7dmhThUpQ	iw	[]	[]	[]	359	129	1033	[]	[]	https://twitter.com/netanyahu/status/1367443346646515716	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367443241327591424/pu/img/IkR7kFfoSIKwneye.jpg							[]				
1367411839492063233	1367411839492063233	2021-03-04 11:49:22 	2021-03-04	11:49:22	+0200	17061263	netanyahu	Benjamin Netanyahu		גלית דיסטל אטבריאן מסבירה למה מי שמצביע לגדעון ובנט מקבל את לפיד ראש ממשלה.   זה או לפיד או נתניהו. רק נתניהו!  https://t.co/0t5wCH8wYm	iw	[]	[]	[]	318	201	1356	[]	[]	https://twitter.com/netanyahu/status/1367411839492063233	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367411628350832641/pu/img/y0q3MlYKMhbHc4W3.jpg							[]				
1367369216689643526	1367369216689643526	2021-03-04 09:00:00 	2021-03-04	09:00:00	+0200	17061263	netanyahu	Benjamin Netanyahu		הרשימה המשותפת ומנסור עבאס לא עשו כלום למען אזרחי ישראל הערבים. אנחנו בליכוד הבאנו שיא של השקעות במגזר הערבי, 4 הסכמי שלום ו-9 תחנות משטרה. רק הליכוד יבטיח ביטחון אישי לכל אזרחי ישראל הערבים!  https://t.co/fkgGLXi8sr	iw	[]	[]	[]	367	161	1323	[]	[]	https://twitter.com/netanyahu/status/1367369216689643526	False		1	https://pbs.twimg.com/amplify_video_thumb/1367270610443902983/img/969Lq0nwEm0iEVYx.jpg							[]				
1367206310840827913	1367188044839866377	2021-03-03 22:12:40 	2021-03-03	22:12:40	+0200	17061263	netanyahu	Benjamin Netanyahu		שמחתי מאוד לשוחח עם עדן, שעשתה בית ספר לכל החמוצים😂  https://t.co/S7RalUQrT1	iw	[]	[]	[]	223	132	1478	[]	[]	https://twitter.com/netanyahu/status/1367206310840827913	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367206274186756096/pu/img/14FepkiZ7m0mfkw3.jpg							[]				
1367189986194382853	1367189986194382853	2021-03-03 21:07:48 	2021-03-03	21:07:48	+0200	17061263	netanyahu	Benjamin Netanyahu		אוהב לפגוש אתכם, אפילו בזום. תודה על התמיכה האדירה שלכם! ❤️✌️  https://t.co/ePskxEM6hy	iw	[]	[]	['https://pbs.twimg.com/media/Evk8CvcWYAEFmjl.jpg', 'https://pbs.twimg.com/media/Evk8CvdXIAMgwlx.jpg', 'https://pbs.twimg.com/media/Evk8CvdXcAACJNM.jpg', 'https://pbs.twimg.com/media/Evk8CvdXEAEVA4y.jpg']	163	125	1488	[]	[]	https://twitter.com/netanyahu/status/1367189986194382853	False		1	https://pbs.twimg.com/media/Evk8CvcWYAEFmjl.jpg							[]				
1367188044839866377	1367188044839866377	2021-03-03 21:00:05 	2021-03-03	21:00:05	+0200	17061263	netanyahu	Benjamin Netanyahu		מי אמר שאין מילה טובה בערוץ 12? תודה עדן ❤️  https://t.co/z4dZbxeq97	iw	[]	[]	[]	226	204	2292	[]	[]	https://twitter.com/netanyahu/status/1367188044839866377	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1367188026867277834/pu/img/MR1opg0n5xJPAL6H.jpg							[]				
1367180873951563777	1367180873951563777	2021-03-03 20:31:35 	2021-03-03	20:31:35	+0200	17061263	netanyahu	Benjamin Netanyahu		נמאס לכם מהפייק של 'ארץ נהדרת'? אז מזל שיש 'לאטמה'! הערב ב-22:00 בערוץ 20 התוכנית הכי מצחיקה בטלוויזיה חוזרת. אל תפספסו. @arutz20  https://t.co/WHpkq5Byr6	iw	[{'screen_name': 'arutz20', 'name': 'ערוץ 20', 'id': '4192949183'}]	[]	['https://pbs.twimg.com/media/EvkzsIRXMAk0ImX.jpg']	553	199	2177	[]	[]	https://twitter.com/netanyahu/status/1367180873951563777	False		1	https://pbs.twimg.com/media/EvkzsIRXMAk0ImX.jpg							[]				
1367158596446937091	1367158596446937091	2021-03-03 19:03:04 	2021-03-03	19:03:04	+0200	17061263	netanyahu	Benjamin Netanyahu		קמפיין הליכוד יוצא לדרך. שידור חי    https://t.co/HxCg0B3yri	iw	[]	['https://fb.watch/3-uIHUhjPR/']	[]	103	76	682	[]	[]	https://twitter.com/netanyahu/status/1367158596446937091	False		0								[]				
1367148567551504385	1367148567551504385	2021-03-03 18:23:13 	2021-03-03	18:23:13	+0200	17061263	netanyahu	Benjamin Netanyahu		מול החלטה אנטישמית של בית הדין הבינלאומי בהאג יש רק מענה אחד: להילחם על האמת בכל הכח, בכל העולם, ולשמור על חיילינו.  https://t.co/ZZJyhwWlnf	iw	[]	[]	[]	154	120	1061	[]	[]	https://twitter.com/netanyahu/status/1367148567551504385	False		1	https://pbs.twimg.com/media/EvkWajiXIAIs2z6.jpg							[]				
1367131948246786048	1367131948246786048	2021-03-03 17:17:11 	2021-03-03	17:17:11	+0200	17061263	netanyahu	Benjamin Netanyahu		היום בשעה 18:30 אפתח מסע הבחירות של הליכוד בכנס הבחירות הראשון בעולם עם ״התו הירוק״. הצטרפו אליי בשידור חי בפייסבוק וכאן בטוויטר!	iw	[]	[]	[]	327	188	2066	[]	[]	https://twitter.com/netanyahu/status/1367131948246786048	False		0								[]				
1367107131191799809	1367101036633145345	2021-03-03 15:38:34 	2021-03-03	15:38:34	+0200	17061263	netanyahu	Benjamin Netanyahu		תודה ל-@OfirKatzMK	iw	[{'screen_name': 'ofirkatzmk', 'name': 'אופיר כץ ofir katz', 'id': '3192316610'}]	[]	[]	30	19	279	[]	[]	https://twitter.com/netanyahu/status/1367107131191799809	False		0								[]				
1367101036633145345	1367101036633145345	2021-03-03 15:14:21 	2021-03-03	15:14:21	+0200	17061263	netanyahu	Benjamin Netanyahu		אי אפשר להפקיר את הילדים שלנו בגנים ובמשפחתונים.  אנחנו נדאג באמצעות חקיקה תקיפה ובהקצאת עוד משאבים להגן על הילדים שלנו. הילדים שלנו הם העתיד של ישראל.  https://t.co/KTMne5Je1X	iw	[]	[]	[]	220	96	851	[]	[]	https://twitter.com/netanyahu/status/1367101036633145345	False		1	https://pbs.twimg.com/amplify_video_thumb/1367097214821138443/img/1gJONjvv431wCyT1.jpg							[]				
1367089288370913280	1367089288370913280	2021-03-03 14:27:40 	2021-03-03	14:27:40	+0200	17061263	netanyahu	Benjamin Netanyahu		מנהיג חייב לראות למרחק ולהתעלם מרעשי הרקע כדי לקבל את ההחלטות הנכונות לאזרחי ישראל. הם ימשיכו לקשקש ואמשיך לעבוד למענכם 🇮🇱  https://t.co/l8V1CrzXIF	iw	[]	[]	[]	327	290	1947	[]	[]	https://twitter.com/netanyahu/status/1367089288370913280	False		1	https://pbs.twimg.com/amplify_video_thumb/1367088507982864397/img/SSmvlyzPYDE4gxM_.jpg							[]				
1367077878664486919	1367077878664486919	2021-03-03 13:42:20 	2021-03-03	13:42:20	+0200	17061263	netanyahu	Benjamin Netanyahu		ראש הממשלה הבא יהיה לפיד או נתניהו.   אם תצביעו למפלגות אחרות - לפיד יהיה ראש ממשלה.  אם תשבו בבית ולא תבואו להצביע ליכוד - לפיד יהיה ראש ממשלה.   הצביעו רק ליכוד!  https://t.co/H3uiUrwIQ0	iw	[]	[]	['https://pbs.twimg.com/media/EvjWFLuXMAMHgdr.jpg']	302	103	1059	[]	[]	https://twitter.com/netanyahu/status/1367077878664486919	False		1	https://pbs.twimg.com/media/EvjWFLuXMAMHgdr.jpg							[]				
1366868173430132741	1366868173430132741	2021-03-02 23:49:02 	2021-03-02	23:49:02	+0200	17061263	netanyahu	Benjamin Netanyahu		זה או נתניהו או לפיד.  https://t.co/k8dSA6iR7H	iw	[]	[]	['https://pbs.twimg.com/media/EvgXWz1XEAQn-za.jpg']	266	121	1205	[]	[]	https://twitter.com/netanyahu/status/1366868173430132741	False		1	https://pbs.twimg.com/media/EvgXWz1XEAQn-za.jpg							[]				
1366863697977745421	1366863697977745421	2021-03-02 23:31:15 	2021-03-02	23:31:15	+0200	17061263	netanyahu	Benjamin Netanyahu		לא ישתיקו אותנו. התשובה שלנו - רק מחל בקלפי.  https://t.co/geQ9FEjfgT	iw	[]	[]	[]	289	223	1842	[]	[]	https://twitter.com/netanyahu/status/1366863697977745421	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1366863618571202560/pu/img/TElSvFQ3cja9hvfx.jpg							[]				
1366797595465703424	1366792689312759812	2021-03-02 19:08:35 	2021-03-02	19:08:35	+0200	17061263	netanyahu	Benjamin Netanyahu		سررت جدًا اليوم بلقاء اول سفير لدولة الإمارات في إسرائيل، محمد آل خاجة. نحن نغير الشرق الأوسط، نحن نغير العالم.	ar	[]	[]	[]	11	33	325	[]	[]	https://twitter.com/netanyahu/status/1366797595465703424	False		0								[]				
1366797436501561348	1366792689312759812	2021-03-02 19:07:57 	2021-03-02	19:07:57	+0200	17061263	netanyahu	Benjamin Netanyahu		I was delighted today to meet the first Ambassador of the United Arab Emirates to Israel, Muhammad Mahmoud Al Khaja. We're changing the Middle East, we're changing the world!	en	[]	[]	[]	30	82	608	[]	[]	https://twitter.com/netanyahu/status/1366797436501561348	False		0								[]				
1366792689312759812	1366792689312759812	2021-03-02 18:49:05 	2021-03-02	18:49:05	+0200	17061263	netanyahu	Benjamin Netanyahu		שמחתי מאוד להיפגש היום עם השגריר הראשון של איחוד האמירויות בישראל, מוחמד אל ח'אג'ה. אנחנו משנים את המזרח התיכון, אנחנו משנים את העולם!   (צילום: קובי גדעון, לע״מ)  https://t.co/SW0fDDfRgL	iw	[]	[]	['https://pbs.twimg.com/media/EvfStCUXYAcDXwB.jpg']	162	173	1601	[]	[]	https://twitter.com/netanyahu/status/1366792689312759812	False		1	https://pbs.twimg.com/media/EvfStCUXYAcDXwB.jpg							[]				
1366777200809287682	1366777200809287682	2021-03-02 17:47:32 	2021-03-02	17:47:32	+0200	17061263	netanyahu	Benjamin Netanyahu		תגידו, מישהו ראה את יאיר לפיד?  https://t.co/OGZxZr0gxX	iw	[]	[]	[]	657	263	1896	[]	[]	https://twitter.com/netanyahu/status/1366777200809287682	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1366777140381945862/pu/img/Vvj3n-r46ISBhMDG.jpg							[]				
1366775358394163202	1366775358394163202	2021-03-02 17:40:13 	2021-03-02	17:40:13	+0200	17061263	netanyahu	Benjamin Netanyahu		"שוחחתי לפני זמן קצר עם יהודה משי זהב וד""ר יוסף צ'חנובר ובירכתי אותם לרגל זכייתם בפרס ישראל למפעל חיים. מגיע להם! ברכות חמות מכל אזרחי ישראל 🇮🇱"	iw	[]	[]	[]	118	118	1899	[]	[]	https://twitter.com/netanyahu/status/1366775358394163202	False		0								[]				
1366775207940284420	1366775207940284420	2021-03-02 17:39:37 	2021-03-02	17:39:37	+0200	17061263	netanyahu	Benjamin Netanyahu		קבלו את הביביגרם! הבוט הרשמי של ראש הממשלה בטלגרם. בואו להתכתב עם ראש הממשלה! הכנסו לקישור👇👇👇  https://t.co/VquMIOFg3v	iw	[]	['http://t.me/OfficialLikudBot']	[]	78	64	530	[]	[]	https://twitter.com/netanyahu/status/1366775207940284420	False		0								[]				
1366732250184826891	1366732250184826891	2021-03-02 14:48:55 	2021-03-02	14:48:55	+0200	17061263	netanyahu	Benjamin Netanyahu		כמה טוב שלא נכנענו לפופוליזם והוצאנו את הגז מהאדמה! הרווחים הגדולים מהגז יחזקו את כלכלת ישראל והם יועברו לחינוך, לבריאות ולרווחה שלכם, של כל אזרחי ישראל.   כמו תמיד, אמשיך לקבל את ההחלטות הטובות והנכונות עבורכם ועבור המדינה שלנו.  https://t.co/b1Iqv7LZI5	iw	[]	[]	['https://pbs.twimg.com/media/Evebu66WQAIm0Py.jpg']	359	189	1602	[]	[]	https://twitter.com/netanyahu/status/1366732250184826891	False		1	https://pbs.twimg.com/media/Evebu66WQAIm0Py.jpg							[]				
1366418738430554114	1366418738430554114	2021-03-01 18:03:08 	2021-03-01	18:03:08	+0200	17061263	netanyahu	Benjamin Netanyahu		אישרנו בממשלה את המענק המיוחד לבעלי המוגבלויות בישראל. נמשיך לדאוג לכל אזרחי ישראל - בלי יוצא מן הכלל!  https://t.co/GKfm4fFyrl	iw	[]	[]	['https://pbs.twimg.com/media/EvZ-mO1XAAQOLGo.jpg']	160	99	756	[]	[]	https://twitter.com/netanyahu/status/1366418738430554114	False		1	https://pbs.twimg.com/media/EvZ-mO1XAAQOLGo.jpg							[]				
1366413874803703811	1366413873482510341	2021-03-01 17:43:49 	2021-03-01	17:43:49	+0200	17061263	netanyahu	Benjamin Netanyahu		נבטיח את הביטחון האישי של כל אזרחי ישראל הערבים ונדאג להביא לכולנו עידן חדש של ביטחון, שגשוג והצלחה.	iw	[]	[]	[]	53	54	606	[]	[]	https://twitter.com/netanyahu/status/1366413874803703811	False		0								[]				
1366413873482510341	1366413873482510341	2021-03-01 17:43:48 	2021-03-01	17:43:48	+0200	17061263	netanyahu	Benjamin Netanyahu		הממשלה אישרה כעת את הצעתי לחיזוק יישובי החברה הערבית ולצמצום הפשיעה בהיקף של 150 מיליון שקלים. זאת בשורה גדולה לחברה הערבית בישראל. אני מודה לשרי הממשלה שאישרו את ההצעה שמטרתה טיפול בתופעות הפשיעה במגזר הערבי וחיזוק תחושת ביטחונם האישי של תושבי היישובים הערביים	iw	[]	[]	[]	172	161	1501	[]	[]	https://twitter.com/netanyahu/status/1366413873482510341	False		0								[]				
1366409016784650243	1366409016784650243	2021-03-01 17:24:30 	2021-03-01	17:24:30	+0200	17061263	netanyahu	Benjamin Netanyahu		לכו להתחסן!  https://t.co/cE2DYW4CHl	iw	[]	[]	['https://pbs.twimg.com/media/EvZ1wkeXYAAY4BP.jpg']	130	125	1137	[]	[]	https://twitter.com/netanyahu/status/1366409016784650243	False		1	https://pbs.twimg.com/media/EvZ1wkeXYAAY4BP.jpg							[]				
1366382506933694473	1366382506933694473	2021-03-01 15:39:10 	2021-03-01	15:39:10	+0200	17061263	netanyahu	Benjamin Netanyahu		רק נתניהו - כי אנו צריכים עוד חיסונים! 🇮🇱💪  https://t.co/CFDP8qY9ua	iw	[]	[]	[]	234	134	1107	[]	[]	https://twitter.com/netanyahu/status/1366382506933694473	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1366382441657696257/pu/img/iN0cBXCRbhS6z4mA.jpg							[]				
1366351006011908098	1366351006011908098	2021-03-01 13:34:00 	2021-03-01	13:34:00	+0200	17061263	netanyahu	Benjamin Netanyahu		השולמנים בשביל הליכוד! הצטרפו גם אתם👇👇👇   https://t.co/x7x5pEHNOF  https://t.co/91KTRKFNSi	iw	[]	['https://shulman.likud.org.il']	[]	227	103	826	[]	[]	https://twitter.com/netanyahu/status/1366351006011908098	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1366350930845827073/pu/img/Tm-K98paxDKHt4hj.jpg							[]				
1366332600386732033	1366332600386732033	2021-03-01 12:20:51 	2021-03-01	12:20:51	+0200	17061263	netanyahu	Benjamin Netanyahu		97% מאלה שנפטרו מהקורונה לא היו מחוסנים בשתי מנות. לכן אני לא מוכן לסבול את שיבוש הנחיות הבריאות ואת הדה-לגיטימציה לחיסונים שעושים פוליטיקאים ציניים אליהם התייחסתי היום. יש לי אפס סבלנות לפייק ניוז בזמן שאני נלחם להצלת חיים. לכו להתחסן והצילו את החיים שלכם!	iw	[]	[]	[]	776	319	3125	[]	[]	https://twitter.com/netanyahu/status/1366332600386732033	False		0								[]				
1366102849768275971	1366102849768275971	2021-02-28 21:07:55 	2021-02-28	21:07:55	+0200	17061263	netanyahu	Benjamin Netanyahu		שר החינוך גלנט ואני הבאנו היום מתווה עקרוני להארכת שנת הלימודים עד חודש יולי. אנחנו חייבים לתת לילדים שלנו את ההזדמנות להשלים את מה שהם החסירו. זה מה שנדרש וזה מה שמגיע להם!	iw	[]	[]	[]	445	170	1908	[]	[]	https://twitter.com/netanyahu/status/1366102849768275971	False		0								[]				
1366066233590841347	1366066233590841347	2021-02-28 18:42:25 	2021-02-28	18:42:25	+0200	17061263	netanyahu	Benjamin Netanyahu		שידור חי    https://t.co/I31dM16OuS	iw	[]	['https://fb.watch/3XwmGVaIHO/']	[]	97	58	481	[]	[]	https://twitter.com/netanyahu/status/1366066233590841347	False		0								[]				
1366036457530490881	1366036457530490881	2021-02-28 16:44:05 	2021-02-28	16:44:05	+0200	17061263	netanyahu	Benjamin Netanyahu		קחו 4 דקות להקשיב לדברים החשובים של גלית דיסטל-אטבריאן, מקום 10 ברשימת הליכוד &gt;&gt;  https://t.co/uK7HXsh7jr	iw	[]	[]	[]	562	395	2509	[]	[]	https://twitter.com/netanyahu/status/1366036457530490881	False		1	https://pbs.twimg.com/media/EvUdi1yXcAMWeac.jpg							[]				
1365726107664871426	1365726106477867013	2021-02-27 20:10:52 	2021-02-27	20:10:52	+0200	17061263	netanyahu	Benjamin Netanyahu		אבל זה הכל תלוי בכם. שימרו על הכללים. אני מבקש מכם - למען החיים שלכם ושל היקרים לכם.  שבוע טוב!	iw	[]	[]	[]	84	70	1194	[]	[]	https://twitter.com/netanyahu/status/1365726107664871426	False		0								[]				
1365726106477867013	1365726106477867013	2021-02-27 20:10:52 	2021-02-27	20:10:52	+0200	17061263	netanyahu	Benjamin Netanyahu		פורים הוא חג של הצלת חיים, לכן קשה מאוד לראות את התמונות האלה של התקהלויות המוניות במסיבות פיראטיות שמסכנות חיים.   אין שום סיבה להפרות האלה. יש לנו תכנית יציאה ברורה: דרכון ירוק, פתיחה הדרגתית של החינוך, חיסון כל יתר האוכלוסיה ופתיחת הכלכלה	iw	[]	[]	[]	456	198	2480	[]	[]	https://twitter.com/netanyahu/status/1365726106477867013	False		0								[]				
